task_id,seed,condition,a_cards,a_write_linked_cards,b_candidates,b_material_decisions,db_transition,exact_transition,c0_db_match,treatment_db_match,c0_exact_mutation,treatment_exact_mutation,treatment_diagnostics,attributionsstaerke,attributionsbegruendung
24,976305,C2_PREWRITE_CONTROL,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
24,976305,C3_COMBINED_INTERVENTION,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
24,976306,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
24,976306,C2_PREWRITE_CONTROL,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
24,976306,C3_COMBINED_INTERVENTION,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
25,976301,C1_SEMANTIC_SUPPORT,1,0,0,0,saved,saved,0,1,0,1,[],,
25,976301,C2_PREWRITE_CONTROL,0,0,1,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""item_id"": ""7602931732"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9570044148"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
25,976301,C3_COMBINED_INTERVENTION,2,0,0,0,saved,saved,0,1,0,1,[],,
25,976302,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
25,976302,C2_PREWRITE_CONTROL,0,0,1,0,broken,broken,1,0,1,0,"[{""actual"": {""item_id"": ""7602931732"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9570044148"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
25,976302,C3_COMBINED_INTERVENTION,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
25,976303,C1_SEMANTIC_SUPPORT,2,1,0,0,broken,broken,1,0,1,0,"[{""actual"": {""item_id"": ""7602931732"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9570044148"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
25,976303,C2_PREWRITE_CONTROL,0,0,1,0,broken,broken,1,0,1,0,"[{""actual"": {""item_id"": ""7602931732"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9570044148"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
25,976303,C3_COMBINED_INTERVENTION,1,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
25,976304,C1_SEMANTIC_SUPPORT,1,0,0,0,saved,saved,0,1,0,1,[],,
25,976304,C2_PREWRITE_CONTROL,0,0,0,0,saved,saved,0,1,0,1,[],,
25,976304,C3_COMBINED_INTERVENTION,2,0,0,0,saved,saved,0,1,0,1,[],,
25,976305,C1_SEMANTIC_SUPPORT,1,0,0,0,saved,saved,0,1,0,1,[],,
25,976305,C2_PREWRITE_CONTROL,0,0,1,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""item_id"": ""7602931732"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9570044148"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
25,976305,C3_COMBINED_INTERVENTION,1,0,0,0,saved,saved,0,1,0,1,[],,
25,976306,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""item_id"": ""7602931732"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9570044148"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
25,976306,C2_PREWRITE_CONTROL,0,0,0,0,saved,saved,0,1,0,1,[],,
25,976306,C3_COMBINED_INTERVENTION,0,0,1,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""item_id"": ""7602931732"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9570044148"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
26,976301,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976301,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976301,C3_COMBINED_INTERVENTION,2,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976302,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976302,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976302,C3_COMBINED_INTERVENTION,2,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976303,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976303,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976303,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976304,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976304,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976304,C3_COMBINED_INTERVENTION,2,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976305,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976305,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976305,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976306,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976306,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
26,976306,C3_COMBINED_INTERVENTION,2,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
27,976301,C1_SEMANTIC_SUPPORT,4,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
27,976301,C2_PREWRITE_CONTROL,0,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
27,976301,C3_COMBINED_INTERVENTION,3,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
27,976302,C1_SEMANTIC_SUPPORT,2,2,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}, {""actual"": {""item_id"": ""5753502325"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9851293632"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
27,976302,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
27,976302,C3_COMBINED_INTERVENTION,3,2,2,1,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}, {""actual"": {""item_id"": ""5753502325"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9851293632"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
27,976303,C1_SEMANTIC_SUPPORT,3,2,0,0,saved,saved,0,1,0,1,[],,
27,976303,C2_PREWRITE_CONTROL,0,0,1,0,saved,saved,0,1,0,1,[],,
27,976303,C3_COMBINED_INTERVENTION,1,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
27,976304,C1_SEMANTIC_SUPPORT,1,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
27,976304,C2_PREWRITE_CONTROL,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
27,976304,C3_COMBINED_INTERVENTION,4,2,2,1,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}, {""actual"": {""item_id"": ""5753502325"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9851293632"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
27,976305,C1_SEMANTIC_SUPPORT,5,1,0,0,saved,saved,0,1,0,1,[],,
27,976305,C2_PREWRITE_CONTROL,0,0,1,0,saved,saved,0,1,0,1,[],,
27,976305,C3_COMBINED_INTERVENTION,3,1,1,0,saved,saved,0,1,0,1,[],,
27,976306,C1_SEMANTIC_SUPPORT,3,2,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}, {""actual"": {""item_id"": ""5753502325"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9851293632"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
27,976306,C2_PREWRITE_CONTROL,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
27,976306,C3_COMBINED_INTERVENTION,2,2,2,1,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""8118291112"", ""new_item_id"": ""8277474082"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}, {""actual"": {""item_id"": ""5753502325"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}, {""actual"": {""item_id"": ""9851293632"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
28,976301,C1_SEMANTIC_SUPPORT,4,2,0,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976301,C2_PREWRITE_CONTROL,0,0,3,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""6857426243"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
28,976301,C3_COMBINED_INTERVENTION,6,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976302,C1_SEMANTIC_SUPPORT,4,2,0,0,saved,saved,0,1,0,1,[],,
28,976302,C2_PREWRITE_CONTROL,0,0,3,0,saved,saved,0,1,0,1,[],,
28,976302,C3_COMBINED_INTERVENTION,3,2,3,0,saved,saved,0,1,0,1,[],,
28,976303,C1_SEMANTIC_SUPPORT,3,2,0,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976303,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976303,C3_COMBINED_INTERVENTION,6,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976304,C1_SEMANTIC_SUPPORT,6,3,0,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976304,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976304,C3_COMBINED_INTERVENTION,6,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976305,C1_SEMANTIC_SUPPORT,6,3,0,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976305,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976305,C3_COMBINED_INTERVENTION,4,2,3,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976306,C1_SEMANTIC_SUPPORT,3,2,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""6857426243"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
28,976306,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
28,976306,C3_COMBINED_INTERVENTION,5,2,3,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976301,C1_SEMANTIC_SUPPORT,4,2,0,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976301,C2_PREWRITE_CONTROL,0,0,2,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976301,C3_COMBINED_INTERVENTION,4,2,2,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976302,C1_SEMANTIC_SUPPORT,3,2,0,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976302,C2_PREWRITE_CONTROL,0,0,2,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976302,C3_COMBINED_INTERVENTION,3,2,2,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976303,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976303,C2_PREWRITE_CONTROL,0,0,3,1,stable_pass,stable_pass,1,1,1,1,[],,
29,976303,C3_COMBINED_INTERVENTION,5,2,3,1,stable_pass,stable_pass,1,1,1,1,[],,
29,976304,C1_SEMANTIC_SUPPORT,3,2,0,0,saved,saved,0,1,0,1,[],,
29,976304,C2_PREWRITE_CONTROL,0,0,3,1,saved,saved,0,1,0,1,[],,
29,976304,C3_COMBINED_INTERVENTION,4,2,2,0,saved,saved,0,1,0,1,[],,
29,976305,C1_SEMANTIC_SUPPORT,4,2,0,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976305,C2_PREWRITE_CONTROL,0,0,2,0,stable_pass,stable_pass,1,1,1,1,[],,
29,976305,C3_COMBINED_INTERVENTION,3,1,1,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""5753502325"", ""new_item_id"": ""5206946487"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
29,976306,C1_SEMANTIC_SUPPORT,2,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""4293355847"", ""new_item_id"": ""8176740019"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W3792453"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""5753502325"", ""new_item_id"": ""5206946487"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
29,976306,C2_PREWRITE_CONTROL,0,0,1,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""5753502325"", ""new_item_id"": ""5206946487"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}, ""kind"": ""missing_effect""}]",,
29,976306,C3_COMBINED_INTERVENTION,4,2,2,0,stable_pass,stable_pass,1,1,1,1,[],,
30,976301,C1_SEMANTIC_SUPPORT,6,3,0,0,stable_pass,stable_pass,1,1,1,1,[],,
30,976301,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
30,976301,C3_COMBINED_INTERVENTION,7,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
30,976302,C1_SEMANTIC_SUPPORT,7,3,0,0,stable_pass,stable_pass,1,1,1,1,[],,
30,976302,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
30,976302,C3_COMBINED_INTERVENTION,6,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
30,976303,C1_SEMANTIC_SUPPORT,7,3,0,0,saved,saved,0,1,0,1,[],,
30,976303,C2_PREWRITE_CONTROL,0,0,3,0,saved,saved,0,1,0,1,[],,
30,976303,C3_COMBINED_INTERVENTION,7,3,3,0,saved,saved,0,1,0,1,[],,
30,976304,C1_SEMANTIC_SUPPORT,1,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""3788616824"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W2692684"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
30,976304,C2_PREWRITE_CONTROL,0,0,3,0,saved,saved,0,1,0,1,[],,
30,976304,C3_COMBINED_INTERVENTION,6,3,3,0,saved,saved,0,1,0,1,[],,
30,976305,C1_SEMANTIC_SUPPORT,7,3,0,0,saved,saved,0,1,0,1,[],,
30,976305,C2_PREWRITE_CONTROL,0,0,3,0,saved,saved,0,1,0,1,[],,
30,976305,C3_COMBINED_INTERVENTION,1,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""3788616824"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W2692684"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
30,976306,C1_SEMANTIC_SUPPORT,5,3,0,0,stable_pass,stable_pass,1,1,1,1,[],,
30,976306,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
30,976306,C3_COMBINED_INTERVENTION,6,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
31,976301,C1_SEMANTIC_SUPPORT,6,3,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""item_id"": ""3788616824"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W2692684"", ""payment_method_id"": ""gift_card_7711863""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
31,976301,C2_PREWRITE_CONTROL,0,0,3,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""item_id"": ""3788616824"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W2692684"", ""payment_method_id"": ""gift_card_7711863""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
31,976301,C3_COMBINED_INTERVENTION,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
31,976302,C1_SEMANTIC_SUPPORT,1,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
31,976302,C2_PREWRITE_CONTROL,0,0,3,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""item_id"": ""3788616824"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W2692684"", ""payment_method_id"": ""gift_card_7711863""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
31,976302,C3_COMBINED_INTERVENTION,4,1,1,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}]",,
31,976303,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
31,976303,C2_PREWRITE_CONTROL,0,0,2,0,saved,saved,0,1,0,1,[],,
31,976303,C3_COMBINED_INTERVENTION,4,2,2,0,saved,saved,0,1,0,1,[],,
31,976304,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
31,976304,C2_PREWRITE_CONTROL,0,0,2,0,saved,saved,0,1,0,1,[],,
31,976304,C3_COMBINED_INTERVENTION,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
31,976305,C1_SEMANTIC_SUPPORT,1,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
31,976305,C2_PREWRITE_CONTROL,0,0,2,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""item_id"": ""3788616824"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W2692684"", ""payment_method_id"": ""gift_card_7711863""}, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""wrong_target""}]",,
31,976305,C3_COMBINED_INTERVENTION,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
31,976306,C1_SEMANTIC_SUPPORT,0,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""6477915553"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
31,976306,C2_PREWRITE_CONTROL,0,0,2,0,stable_pass,stable_pass,1,1,1,1,[],,
